REF_DATE,Institution,Rank,total_teaching_staff,teaching_staff_excluded,average_salary,median_salary,tenth_percentile_salaries,nintyth_percentile_salaries
2018/2019,Saint Mary's University,Females,105,-Inf,117600,120325,82100,153325
2018/2019,Saint Mary's University,Full professor,90,-Inf,146450,149425,120325,172650
2018/2019,Saint Mary's University,Full professor - With senior administrative duties,30,-Inf,148025,143250,125400,184575
2018/2019,Saint Mary's University,Full professor - Without senior administrative duties,60,-Inf,145700,151200,120325,172450
2018/2019,Saint Mary's University,Males,150,6,126175,124125,92325,157200
2018/2019,Saint Mary's University,Rank or level below assistant professor,12,-Inf,86125,81250,70575,112975
2018/2019,Simon Fraser University,All ranks combined (including deans),999,9,135975,133800,97600,174625
2018/2019,Simon Fraser University,Assistant professor,117,3,106650,101450,89750,135500
2018/2019,Simon Fraser University,Associate professor,279,-Inf,131750,124975,112425,160075
2018/2019,Simon Fraser University,Associate professor - With senior administrative duties,27,-Inf,133650,128000,119325,162075
2018/2019,Simon Fraser University,Associate professor - Without senior administrative duties,252,-Inf,131550,124050,112050,160350
2018/2019,Simon Fraser University,Females,375,3,129350,122750,91500,166100
2018/2019,Simon Fraser University,Full professor,429,12,156600,153925,133300,185900
2018/2019,Simon Fraser University,Full professor - With senior administrative duties,51,9,159325,157775,133725,185000
2018/2019,Simon Fraser University,Full professor - Without senior administrative duties,378,-Inf,156250,153725,132250,186225
2018/2019,Simon Fraser University,Males,624,6,139975,138725,104050,175750
2018/2019,Simon Fraser University,Rank or level below assistant professor,165,-Inf,104325,107575,83350,121100
2018/2019,St. Francis Xavier University,All ranks combined (including deans),219,-Inf,113650,109550,85050,153700
2018/2019,St. Francis Xavier University,Assistant professor,36,-Inf,84350,85050,77200,95175
2018/2019,St. Francis Xavier University,Associate professor,102,-Inf,110650,109550,98675,124500
2018/2019,St. Francis Xavier University,Associate professor - With senior administrative duties,21,-Inf,115325,112000,105650,127925
2018/2019,St. Francis Xavier University,Associate professor - Without senior administrative duties,81,-Inf,109425,106825,98675,124500
2018/2019,St. Francis Xavier University,Females,99,-Inf,107400,104125,82775,136775
2018/2019,St. Francis Xavier University,Full professor,63,6,137750,145000,100125,153700
2018/2019,St. Francis Xavier University,Full professor - With senior administrative duties,6,6,-Inf,-Inf,-Inf,-Inf
2018/2019,St. Francis Xavier University,Full professor - Without senior administrative duties,57,-Inf,137450,146450,87325,153700
2018/2019,St. Francis Xavier University,Males,120,-Inf,118850,116350,85050,153700
2018/2019,St. Francis Xavier University,Rank or level below assistant professor,12,-Inf,90425,91775,77125,95175
2018/2019,St. Thomas University,All ranks combined (including deans),102,-Inf,121525,127350,86550,158475
2018/2019,St. Thomas University,Assistant professor,15,-Inf,88400,85825,73300,103875
2018/2019,St. Thomas University,Associate professor,51,-Inf,118250,123375,95300,127925
2018/2019,St. Thomas University,Associate professor - With senior administrative duties,12,-Inf,124525,126875,112675,131350
2018/2019,St. Thomas University,Associate professor - Without senior administrative duties,42,-Inf,116750,121600,93525,127350
2018/2019,St. Thomas University,Females,45,-Inf,115325,119800,81900,144125
2018/2019,St. Thomas University,Full professor,33,-Inf,143875,143475,125525,158750
2018/2019,St. Thomas University,Full professor - With senior administrative duties,9,-Inf,150025,-Inf,-Inf,-Inf
2018/2019,St. Thomas University,Full professor - Without senior administrative duties,24,-Inf,141750,143050,123025,158750
2018/2019,St. Thomas University,Males,57,-Inf,126500,127350,96025,158750
2018/2019,St. Thomas University,Rank or level below assistant professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Thompson Rivers University,All ranks combined (including deans),339,-Inf,104075,98600,83675,126000
2018/2019,Thompson Rivers University,Assistant professor,78,-Inf,95725,92625,83325,113600
2018/2019,Thompson Rivers University,Associate professor,66,-Inf,114950,117125,103375,125625
2018/2019,Thompson Rivers University,Associate professor - With senior administrative duties,9,-Inf,117475,116350,95750,136975
2018/2019,Thompson Rivers University,Associate professor - Without senior administrative duties,54,-Inf,114475,117125,103375,121625
2018/2019,Thompson Rivers University,Females,165,-Inf,100475,93125,80175,120175
2018/2019,Thompson Rivers University,Full professor,27,6,131900,126000,120275,146575
2018/2019,Thompson Rivers University,Full professor - With senior administrative duties,-Inf,6,-Inf,-Inf,-Inf,-Inf
2018/2019,Thompson Rivers University,Full professor - Without senior administrative duties,24,-Inf,130975,126000,119625,146950
2018/2019,Thompson Rivers University,Males,174,-Inf,107450,104575,85100,126675
2018/2019,Thompson Rivers University,Other (not elsewhere classified),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Thompson Rivers University,Rank or level below assistant professor,162,-Inf,95850,92625,77275,114500
2018/2019,Trent University,All ranks combined (including deans),276,6,136000,139575,92925,182700
2018/2019,Trent University,Assistant professor,90,-Inf,101875,98700,92925,116350
2018/2019,Trent University,Associate professor,90,6,143775,145575,124725,157675
2018/2019,Trent University,Associate professor - With senior administrative duties,15,-Inf,146825,151600,121475,165850
2018/2019,Trent University,Associate professor - Without senior administrative duties,78,-Inf,143275,142600,124725,157675
2018/2019,Trent University,Females,120,-Inf,132375,136550,92925,169325
2018/2019,Trent University,Full professor,75,3,168550,165200,147725,190875
2018/2019,Trent University,Full professor - With senior administrative duties,12,3,173600,175750,154625,191550
2018/2019,Trent University,Full professor - Without senior administrative duties,66,-Inf,167700,163725,145600,190875
2018/2019,Trent University,Males,156,-Inf,138825,142600,95825,184850
2018/2019,Trent University,Rank or level below assistant professor,12,-Inf,97600,98700,88300,110275
2018/2019,Université de Moncton,All ranks combined (including deans),336,12,120100,119625,88325,158050
2018/2019,Université de Moncton,Assistant professor,81,3,96850,98275,78925,112825
2018/2019,Université de Moncton,Associate professor,120,6,116625,116775,103975,132425
2018/2019,Université de Moncton,Associate professor - With senior administrative duties,24,-Inf,121875,120725,111725,137250
2018/2019,Université de Moncton,Associate professor - Without senior administrative duties,96,-Inf,115300,115100,103100,130075
2018/2019,Université de Moncton,Females,141,9,113300,113475,82625,140750
2018/2019,Université de Moncton,Full professor,102,15,145725,146675,129500,158050
2018/2019,Université de Moncton,Full professor - With senior administrative duties,21,9,148775,149300,130050,163350
2018/2019,Université de Moncton,Full professor - Without senior administrative duties,84,6,144975,146675,129425,158050
2018/2019,Université de Moncton,Males,198,6,124850,124075,94025,158050
2018/2019,Université de Moncton,Rank or level below assistant professor,15,-Inf,79050,78350,66975,92200
2018/2019,Université de Moncton - Campus de Moncton,All ranks combined (including deans),-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Assistant professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Associate professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Associate professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Associate professor - Without senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Females,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Full professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Full professor - With senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Full professor - Without senior administrative duties,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Males,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Moncton - Campus de Moncton,Rank or level below assistant professor,-Inf,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Montréal - Excluding medical and dental,All ranks combined (including deans),936,42,134075,133925,97700,170375
2018/2019,Université de Montréal - Excluding medical and dental,Assistant professor,147,21,97550,95625,86275,110425
2018/2019,Université de Montréal - Excluding medical and dental,Associate professor,306,15,120775,120275,104525,133600
2018/2019,Université de Montréal - Excluding medical and dental,Associate professor - With senior administrative duties,36,-Inf,133825,129075,114675,166600
2018/2019,Université de Montréal - Excluding medical and dental,Associate professor - Without senior administrative duties,270,15,119025,118850,104525,128075
2018/2019,Université de Montréal - Excluding medical and dental,Females,396,24,130950,128850,94075,166600
2018/2019,Université de Montréal - Excluding medical and dental,Full professor,471,15,153225,145125,135575,180100
2018/2019,Université de Montréal - Excluding medical and dental,Full professor - With senior administrative duties,75,9,173050,173525,150750,202175
2018/2019,Université de Montréal - Excluding medical and dental,Full professor - Without senior administrative duties,396,6,149450,145125,133225,174350
2018/2019,Université de Montréal - Excluding medical and dental,Males,540,18,136350,138900,99900,174725
2018/2019,Université de Montréal - Excluding medical and dental,Rank or level below assistant professor,3,-Inf,-Inf,-Inf,-Inf,-Inf
2018/2019,Université de Montréal - Including medical and dental,All ranks combined (including deans),1428,63,136575,140925,99900,172275
2018/2019,Université de Montréal - Including medical and dental,Assistant professor,213,27,98875,97175,88075,114175
2018/2019,Université de Montréal - Including medical and dental,Associate professor,429,24,121575,120275,104525,137350
2018/2019,Université de Montréal - Including medical and dental,Associate professor - With senior administrative duties,48,-Inf,140100,131875,117650,172650
2018/2019,Université de Montréal - Including medical and dental,Associate professor - Without senior administrative duties,381,21,119300,118850,104525,130325
2018/2019,Université de Montréal - Including medical and dental,Females,561,36,132200,130925,96825,166600
